Unnamed: 0,coordinates,date,hashtags,language,source,text,user,Category
425,,Tue Feb 12 21:08:42 +0000 2019,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",The many weeks of testimony at the El Chapo trial have revealed that his innovative smuggling network typically wen… https://t.co/9TD6qqomKP,nytimes,politics
426,,Wed Feb 13 02:38:58 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","“Two years into his term, not one new mile of a barrier has been erected along the nearly 2,000-mile U.S.-Mexico bo… https://t.co/GznLMlC1GU",dandrezner,politics
427,,Tue Feb 12 19:37:44 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today of all days, is a time for our country to come together and fight to protect our border. I have signed as a c… https://t.co/p4eCR8PSIH",DrMarkGreen4TN,politics
428,,Wed Feb 13 17:35:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SafetyPinDaily: Sarah Sanders ridiculed for suggesting wall would have stopped El Chapo | Via Independent https://t.co/hIBt1DxBJs,575haiku,politics
429,,Wed Feb 13 17:35:07 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @yashalevine: Dems not against “Build That Wall” and don’t mind privatized concentration camps: 

 “$1.375 billion for new fencing along…",TheRevengerists,politics
430,,Wed Feb 13 17:34:55 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @nytimes: The many weeks of testimony at the El Chapo trial have revealed that his innovative smuggling network typically went through l…,Muppity,politics
431,,Wed Feb 13 17:34:51 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",California governor to withdraw National Guard from border https://t.co/aswhcORqwi via @YahooNews The solution is f… https://t.co/rchFoVF06t,Alonsouru,politics
432,,Wed Feb 13 17:34:49 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @moolockmom: Group of 300 Migrants Apprehended After ‘Human Wall’ Protest in New Mexico https://t.co/qLesI7h9L3 via @BreitbartNews,MagaAngeles,politics
433,,Wed Feb 13 17:34:45 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @bbusa617: After Congress Offers Flimsy Border Deal, TX Offers Trump A MAJOR Wall Solution https://t.co/xtRz6AhFxv

LOVE TEXAS Two Texas…",DeckardBarbara,politics
434,,Wed Feb 13 17:34:36 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @RagingGayCons: Senator Ted Cruz is proposing a bill that would use the $14 billion in seized assets from El Chapo to pay for a border w…,JustMe22714292,politics
435,,Wed Feb 13 17:34:35 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bbusa617: After Congress Offers Flimsy Border Deal, TX Offers Trump A MAJOR Wall Solution https://t.co/xtRz6AhFxv

LOVE TEXAS Two Texas…",grege1953,politics
436,,Wed Feb 13 17:34:33 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @moolockmom: Group of 300 Migrants Apprehended After ‘Human Wall’ Protest in New Mexico https://t.co/qLesI7h9L3 via @BreitbartNews,jeangilhaus,politics
437,,Wed Feb 13 17:34:10 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @RagingGayCons: Senator Ted Cruz is proposing a bill that would use the $14 billion in seized assets from El Chapo to pay for a border w…,dmspellman,politics
438,,Wed Feb 13 17:33:50 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SocialPowerOne1: Fox host: ""Mexico would be paying for"" the border wall if Trump used money seized from Mexican drug lord El Chapo http…",kazkaz119,politics
439,,Wed Feb 13 17:33:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @bbusa617: After Congress Offers Flimsy Border Deal, TX Offers Trump A MAJOR Wall Solution https://t.co/xtRz6AhFxv

LOVE TEXAS Two Texas…",GlennFolse10,politics
440,,Wed Feb 13 17:33:21 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @moolockmom: Group of 300 Migrants Apprehended After ‘Human Wall’ Protest in New Mexico https://t.co/qLesI7h9L3 via @BreitbartNews,mmyscakes,politics
441,,Wed Feb 13 17:33:20 +0000 2019,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Sarah Sanders ridiculed for suggesting Mexico border wall would have stopped El Chapo https://t.co/MoAf5VuDgD,BenjieQ,politics
442,,Wed Feb 13 17:33:14 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Trump aide Sarah Sanders ridiculed for suggesting Mexico border wall would have stopped El Chapo https://t.co/3bGjpOdYAl,barber_docd,politics
443,,Wed Feb 13 17:32:21 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@AnnCoulter ""I will build a great, great wall on our southern border, and I will have Mexico pay for that wall. Mark my words."" Trump 2016",leokowal,politics
444,,Wed Feb 13 17:32:17 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Group of 300 Migrants Apprehended After ‘Human Wall’ Protest in New Mexico https://t.co/qLesI7h9L3 via @BreitbartNews,moolockmom,politics
445,,Wed Feb 13 17:32:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SafetyPinDaily: Sarah Sanders ridiculed for suggesting wall would have stopped El Chapo | Via Independent https://t.co/hIBt1DxBJs,JoeAndy74611394,politics
446,,Wed Feb 13 17:32:03 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bbusa617: After Congress Offers Flimsy Border Deal, TX Offers Trump A MAJOR Wall Solution https://t.co/xtRz6AhFxv

LOVE TEXAS Two Texas…",BobbyJoe1956,politics
447,,Wed Feb 13 17:32:01 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bbusa617: After Congress Offers Flimsy Border Deal, TX Offers Trump A MAJOR Wall Solution https://t.co/xtRz6AhFxv

LOVE TEXAS Two Texas…",mbms4,politics
448,,Wed Feb 13 17:31:54 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @RagingGayCons: Senator Ted Cruz is proposing a bill that would use the $14 billion in seized assets from El Chapo to pay for a border w…,pcmiller25,politics
449,,Wed Feb 13 17:31:30 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DrMarkGreen4TN: Today of all days, is a time for our country to come together and fight to protect our border. I have signed as a co-sp…",pollee_s,politics
450,,Wed Feb 13 04:43:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CONFIRMED: Ilhan Omar married her own brother in an immigration fraud scheme  https://t.co/kVJDqMskVR,JacobAWohl,politics
451,,Tue Feb 12 04:00:49 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This conference agreement is hardly a serious attempt to secure our border or stop the flow of illegal immigration.… https://t.co/twjgFRndMc,RepMarkMeadows,politics
452,,Tue Feb 12 22:52:03 +0000 2019,[],en,"<a href=""https://app.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","Ilhan Omar is a danger to our nation's national security:

1.She married her brother to commit immigration fraud
2.… https://t.co/BVy3ez1l01",ACTBrigitte,politics
453,,Wed Feb 13 17:35:18 +0000 2019,"[{'text': 'Quebec_immigration_injustice', 'indices': [18, 47]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @KashiSomayeh: #Quebec_immigration_injustice                  Stop killing my dreams!!! Stop PL9 https://t.co/aVe72hzQtc,MortezaB88,politics
454,,Wed Feb 13 17:35:18 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @lilibellmia: Hungarian Prime Minister Viktor Orbán: “Since we’ve built the double fence system at the Hungarian border w Serbia at that…,User_Name_Null,politics
455,,Wed Feb 13 17:35:17 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @AnnThacker2: Immigration fraud confirmed, She should not be in Congress!
Especially with her antisemitism views but hey she is now endo…",KerryV_KAG,politics
456,,Wed Feb 13 17:35:17 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @donaldtrumpforc: 🔥❌  Fraud Marriage For US Passport❌🔥

📯🔥 Somalia-Born Candidate for Congress Accused of Immigration/Marriage Fraud 🔥📯…",Iheartamerica10,politics
457,,Wed Feb 13 17:35:16 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @its_johnmartin: When the Leavers realise that immigration won’t stop.

That immigrants will just come from outside the EU.

That they w…",econ27,politics
458,,Wed Feb 13 17:35:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MigrationWatch: 'EU’s Dublin rules on asylum which state that requests be handled by the country where asylum is first claimed have bee…,Baldhammer,politics
459,,Wed Feb 13 17:35:14 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @xileenie: Boston morning news reporting on the National Debt and blaming it on President Trump's tax cuts. They never mention how much…,jackie70111,politics
460,,Wed Feb 13 17:35:14 +0000 2019,"[{'text': 'PragerFORCE', 'indices': [97, 109]}, {'text': 'immigration', 'indices': [119, 131]}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @BartramWilliam: Here are some thoughts on how we can smartly reform our immigration policies
#PragerFORCE @PragerU #immigration #immigr…",sammyintheair,politics
461,,Wed Feb 13 17:35:13 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","More Abortions, Taxes, Regulations, Illegal Immigration and Calls for Impeachment

- Democrat 2020 Platform https://t.co/MEPIDIPIv3",BosePramesh,politics
462,,Wed Feb 13 17:35:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JacobAWohl: CONFIRMED: Ilhan Omar married her own brother in an immigration fraud scheme  https://t.co/kVJDqMskVR,gregjunior_,politics
463,,Wed Feb 13 17:35:13 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@SecretaryAcosta @POTUS Great, so the Trump response will be to limit legal immigration even further and tank the economy....Brilliant!",MichaelMwfreeze,politics
464,,Wed Feb 13 17:35:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HLAurora63: Just imagine the damage .@Ilhan can do with top level security clearance.😬😡

She's already committed immigration fraud &amp; is…",steinhauer_t,politics
465,,Wed Feb 13 17:35:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @smalltownandrew: 🙏😇
Angel families give live rally on how important it is we get the border wall 
🙏
@SpeakerPelosi do not let there lov…",mjebeling53,politics
466,,Wed Feb 13 17:35:12 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This month, US govt reported that finding all migrant children separated from their families may be impossible. In… https://t.co/jrQVG1iyP7",GrupoSalinasUSA,politics
467,,Wed Feb 13 17:35:11 +0000 2019,"[{'text': 'Quebec_immigration_injustice', 'indices': [52, 81]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @sr_zrg: @LoicGonsolin @SJB_CAQ @francoislegault #Quebec_immigration_injustice  thank you for supporting us,shapoori_siamak,politics
468,,Wed Feb 13 17:35:10 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @Ohio_Buckeye_US: @realDonaldTrump continues to gain support from Hispanics, and legal immigrants that escaped Socialism &amp; Dictatorships…",IsidorMeyer1,politics
469,,Wed Feb 13 17:35:09 +0000 2019,"[{'text': 'Immigration', 'indices': [96, 108]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @EpochTimes: Former TX prosecutor @SidneyPowell1 has seen the disturbing consequences of bad #Immigration policy &amp; law. Her solution? A…,misslexi9162,politics
470,,Wed Feb 13 17:35:08 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @smalltownandrew: 🙏😇
Angel families give live rally on how important it is we get the border wall 
🙏
@SpeakerPelosi do not let there lov…",breakinnewz1,politics
471,,Wed Feb 13 17:35:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @smalltownandrew: 🙏😇
Angel families give live rally on how important it is we get the border wall 
🙏
@SpeakerPelosi do not let there lov…",del30671,politics
472,,Wed Feb 13 17:35:07 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @AmericaFirstPol: RT if you agree: “We cannot turn a blind eye to the issues illegal immigration has caused our country.” - Angel Sister…,Athletics89,politics
473,,Wed Feb 13 17:35:06 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @sasmenot2022: Somebody Fire this bitch. Send her sorry treasonous ass back to the middle east where she belongs. 
@IlhanMN I'll tell yo…",Lorene1222,politics
474,,Wed Feb 13 17:35:05 +0000 2019,[],en,"<a href=""https://www.spredfast.com/"" rel=""nofollow"">Spredfast app</a>",21 Savage has been released on bond pending an ICE deportation hearing https://t.co/gWlf9ftwGn,ETCanada,politics
475,,Tue Feb 12 14:36:52 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Only about 1% of abortions happen later in pregnancy—almost always because a woman’s health or life is at risk, or… https://t.co/oMNVegdf4k",HillaryClinton,politics
476,,Wed Feb 13 04:36:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“Guns are not designed to kill children. Guns are designed to kill bad guys, if operated by a proper person. There’… https://t.co/qTytX0B6q1",RealKyleMorris,politics
477,,Tue Feb 12 21:31:38 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jesus disdained wealth; commanded us to care for the poor, sick, and those in prison; opposed executing sinners but… https://t.co/jIHZjXuZPl",JohnFugelsang,politics
478,,Wed Feb 13 17:35:19 +0000 2019,[],en,"<a href=""http://www.dailyvoice.com"" rel=""nofollow"">SPTK: DVDutchess</a>",* Meeting Of The Minds * New York Gov. Andrew Cuomo and President Donald Trump got together at the White House to d… https://t.co/oONA8gDvoI,DVDutchess,politics
479,,Wed Feb 13 17:35:18 +0000 2019,[],en,"<a href=""http://www.dailyvoice.com"" rel=""nofollow"">SPTK: DVOrangeCounty</a>",* Meeting Of The Minds * New York Gov. Andrew Cuomo and President Donald Trump got together at the White House to d… https://t.co/gA0liPPn7I,DVOrangeCounty,politics
480,,Wed Feb 13 17:35:18 +0000 2019,[],en,"<a href=""http://www.dailyvoice.com"" rel=""nofollow"">SPTK: PutnamDV</a>",* Meeting Of The Minds * New York Gov. Andrew Cuomo and @realDonaldTrump got together at the White House to discuss… https://t.co/SygrGLDJNx,PutnamDV,politics
481,,Wed Feb 13 17:35:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SierraMassucco: While a personal decision against abortion can be made for religious reasons, I do not think religious reasons should d…",brenhall,politics
482,,Wed Feb 13 17:35:18 +0000 2019,[],en,"<a href=""http://www.dailyvoice.com"" rel=""nofollow"">SPTK: DVRockland</a>",* Meeting Of The Minds * @NYGovCuomo and President Donald Trump got together at the White House to discuss tax refo… https://t.co/lkSVN5p9HK,DVRockland,politics
483,,Wed Feb 13 17:35:18 +0000 2019,[],en,"<a href=""http://www.dailyvoice.com"" rel=""nofollow"">SPTK: DVWestchester_S</a>",* Meeting Of The Minds * @AndrewCuomo and President Donald Trump got together at the White House to discuss tax ref… https://t.co/GG6dHkz0rS,DVWestchester_S,politics
484,,Wed Feb 13 17:35:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @solorzano623: Abortion is such a sensitive topic &amp; all I gotta say is do whatever the fuck you want cause at the end of the day none of…,sxddreams_,politics
485,,Wed Feb 13 17:35:15 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @betsybblue: “If I had been allowed the option to choose a ‘late-term abortion,’ would I? Yes. A hundred times over, yes. It would have…",WintersPilar,politics
486,,Wed Feb 13 17:35:14 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LiveAction: There is no group that kills more black Americans than Planned Parenthood.

Abortion is the most lethal form of racism. #Bl…",tjwellard,politics
